"Ator_principal","Frequencia","Porcentagem"
"Dean Martin",1,0.014792899408284
"Debbie Brown",1,0.014792899408284
"Debbie Doebereiner",1,0.014792899408284
"Debbie Harry",1,0.014792899408284
"Debi Mazar",1,0.014792899408284
"Deborah Theaker",1,0.014792899408284
"Debra Messing",1,0.014792899408284
"Dee Wallace",4,0.0591715976331361
"Deep Katdare",1,0.014792899408284
"Delroy Lindo",1,0.014792899408284
"Demetrius Shipp Jr.",1,0.014792899408284
"Demi Lovato",1,0.014792899408284
"Demi Moore",2,0.029585798816568
"DemiÃƒÂ¡n Bichir",3,0.0443786982248521
"Denholm Elliott",1,0.014792899408284
"Denis Leary",1,0.014792899408284
"Denise Richards",1,0.014792899408284
"Dennis Christopher",1,0.014792899408284
"Dennis Hopper",1,0.014792899408284
"Dennis Quaid",15,0.22189349112426
"Dennis Rodman",1,0.014792899408284
"Denzel Washington",28,0.414201183431953
"Derek Hough",1,0.014792899408284
"Derek Jacobi",2,0.029585798816568
"Derek Luke",2,0.029585798816568
"Derek Magyar",1,0.014792899408284
"Derick Martini",1,0.014792899408284
"Dermot Mulroney",1,0.014792899408284
"Desmond Harrington",2,0.029585798816568
"Dev Patel",2,0.029585798816568
"Devon Bostick",1,0.014792899408284
"Devon Gummersall",1,0.014792899408284
"Devon Sawa",4,0.0591715976331361
"Diahnne Abbott",1,0.014792899408284
"Diane Gaidry",1,0.014792899408284
"Diane Keaton",5,0.0739644970414201
"Diane Kruger",3,0.0443786982248521
"Diane Lane",6,0.0887573964497041
"Dick Clark",1,0.014792899408284
"Dick Hogan",1,0.014792899408284
"Diedrich Bader",1,0.014792899408284
"Diego Luna",3,0.0443786982248521
"Dieter Laser",1,0.014792899408284
"Dina Korzun",1,0.014792899408284
"Diogo Morgado",1,0.014792899408284
"Dirk Bogarde",1,0.014792899408284
"DJ Qualls",1,0.014792899408284
"DMX",1,0.014792899408284
"Do-won Kwak",1,0.014792899408284
"Dolph Lundgren",2,0.029585798816568
"Domenick John",1,0.014792899408284
"Domhnall Gleeson",2,0.029585798816568
"Dominic Cooper",3,0.0443786982248521
"Dominic Monaghan",1,0.014792899408284
"Dominic Purcell",1,0.014792899408284
"Dominique Michel",1,0.014792899408284
"Dominique Thomas",1,0.014792899408284
"Don Ameche",2,0.029585798816568
"Don Cheadle",1,0.014792899408284
"Don Francks",1,0.014792899408284
"Don Johnson",1,0.014792899408284
"Don McKellar",1,0.014792899408284
"Don Thompson",1,0.014792899408284
"Donald Faison",1,0.014792899408284
"Donald Pleasence",6,0.0887573964497041
"Donald Sutherland",4,0.0591715976331361
"Dong-Gun Jang",4,0.0591715976331361
"Donnie Yen",6,0.0887573964497041
"Donzaleigh Abernathy",1,0.014792899408284
"Dorian Le Clech",1,0.014792899408284
"Doru Ana",1,0.014792899408284
"Douglas Booth",1,0.014792899408284
"Douglas Smith",1,0.014792899408284
"Dougray Scott",1,0.014792899408284
"Dragos Bucur",2,0.029585798816568
"Drake Bell",2,0.029585798816568
"Drew Barrymore",10,0.14792899408284
"Duane Jones",1,0.014792899408284
"Duane Whitaker",1,0.014792899408284
"Dudley Moore",2,0.029585798816568
"Dustin Guy Defa",1,0.014792899408284
"Dustin Hoffman",12,0.177514792899408
"Dwayne Johnson",20,0.29585798816568
"Dwight Yoakam",1,0.014792899408284
"Dylan McDermott",1,0.014792899408284
"Dylan O'Brien",4,0.0591715976331361
"Dylan Walsh",1,0.014792899408284
"Ed Harris",5,0.0739644970414201
"Ed Helms",3,0.0443786982248521
"Ed Skrein",2,0.029585798816568
"Ed Speleers",2,0.029585798816568
"Eddie Griffin",2,0.029585798816568
"Eddie Jones",1,0.014792899408284
"Eddie Murphy",23,0.340236686390533
"Eddie Redmayne",3,0.0443786982248521
"Edgar RamÃƒÂ­rez",3,0.0443786982248521
"Edith Meeks",1,0.014792899408284
"Eduardo Noriega",1,0.014792899408284
"Eduardo VerÃƒÂ¡stegui",1,0.014792899408284
"Edward Asner",1,0.014792899408284
"Edward Burns",2,0.029585798816568
"Edward Furlong",2,0.029585798816568
"Edward Norton",8,0.118343195266272
"Edward Woodward",1,0.014792899408284
"Eileen Brennan",1,0.014792899408284
"Eion Bailey",1,0.014792899408284
"Elayn J. Taylor",1,0.014792899408284
"Eleanor Worthington-Cox",1,0.014792899408284
"Elena Anaya",1,0.014792899408284
"Elena Lyons",1,0.014792899408284
"Eli Roth",1,0.014792899408284
"Eli Wallach",1,0.014792899408284
"Elias Koteas",2,0.029585798816568
"Elijah Wood",4,0.0591715976331361
"Elika Portnoy",1,0.014792899408284
"Elina LÃƒÂ¶wensohn",1,0.014792899408284
"Elio Germano",1,0.014792899408284
"Elisabeth Moss",1,0.014792899408284
"Elisabeth Shue",3,0.0443786982248521
"Elisha Cuthbert",3,0.0443786982248521
"Elizabeth Banks",3,0.0443786982248521
"Elizabeth Berkley",1,0.014792899408284
"Elizabeth Berrington",1,0.014792899408284
"Elizabeth Daily",2,0.029585798816568
"Elizabeth Lail",1,0.014792899408284
"Elizabeth Olsen",1,0.014792899408284
"Elizabeth Reaser",1,0.014792899408284
"Elizabeth Roberts",1,0.014792899408284
"Elizabeth Taylor",4,0.0591715976331361
"Ellar Coltrane",1,0.014792899408284
"Elle Fanning",4,0.0591715976331361
"Elle Graham",1,0.014792899408284
"Ellen Barkin",1,0.014792899408284
"Ellen Burstyn",4,0.0591715976331361
"Ellen DeGeneres",1,0.014792899408284
"Ellen Page",3,0.0443786982248521
"Ellie Kendrick",1,0.014792899408284
"Elliott Crosset Hove",1,0.014792899408284
"Elliott Gould",1,0.014792899408284
"Elmer BÃƒÂ¤ck",1,0.014792899408284
"Elodie Yung",1,0.014792899408284
"Elpidia Carrillo",1,0.014792899408284
"Elsie Fisher",1,0.014792899408284
"Emayatzy Corinealdi",1,0.014792899408284
"Embeth Davidtz",1,0.014792899408284
"Emile Hirsch",7,0.103550295857988
"Emilio EchevarrÃƒÂ­a",1,0.014792899408284
"Emilio Estevez",6,0.0887573964497041
"Emily Baldoni",1,0.014792899408284
"Emily Barclay",1,0.014792899408284
"Emily Bergl",1,0.014792899408284
"Emily Blunt",6,0.0887573964497041
"Emily Browning",2,0.029585798816568
"Emily Hampshire",1,0.014792899408284
"Emily Mortimer",2,0.029585798816568
"Emily Perkins",1,0.014792899408284
"Emily Watson",3,0.0443786982248521
"Eminem",1,0.014792899408284
"Emjay Anthony",1,0.014792899408284
"Emma Bell",1,0.014792899408284
"Emma Roberts",7,0.103550295857988
"Emma Shorey",1,0.014792899408284
"Emma Stone",3,0.0443786982248521
"Emma SuÃƒÂ¡rez",1,0.014792899408284
"Emma Thompson",3,0.0443786982248521
"Emma Watson",3,0.0443786982248521
"Emmanuelle Seigner",1,0.014792899408284
"Enzo Cilenti",1,0.014792899408284
"Eric Balfour",1,0.014792899408284
"Eric Bana",4,0.0591715976331361
"Eric Bogosian",1,0.014792899408284
"Eric Elmosnino",1,0.014792899408284
"Eric Mabius",1,0.014792899408284
"Eric Roberts",3,0.0443786982248521
"Eric Stoltz",1,0.014792899408284
"Eric Sykes",1,0.014792899408284
"Erica Yates",1,0.014792899408284
"Erika Christensen",3,0.0443786982248521
"Erin Bethea",1,0.014792899408284
"Ernesto Alterio",1,0.014792899408284
"Essie Davis",1,0.014792899408284
"Estelle Winwood",1,0.014792899408284
"Ethan Baird",1,0.014792899408284
"Ethan Hawke",14,0.207100591715976
"Ethan Suplee",1,0.014792899408284
"Eugene Hutz",2,0.029585798816568
"Eugenio Derbez",2,0.029585798816568
"Eul-boon Kim",1,0.014792899408284
"Eunice Cho",1,0.014792899408284
"Eva Green",2,0.029585798816568
"Eva Longoria",1,0.014792899408284
"Eva Mendes",1,0.014792899408284
"Evan Adams",1,0.014792899408284
"Evan Glodell",1,0.014792899408284
"Evan McGuire",1,0.014792899408284
"Evan Rachel Wood",4,0.0591715976331361
"Evelina FernÃƒÂ¡ndez",1,0.014792899408284
"Everett McGill",1,0.014792899408284
"Everlyn Sampi",1,0.014792899408284
"Ewan McGregor",16,0.236686390532544
"F. Murray Abraham",2,0.029585798816568
"Fab Filippo",1,0.014792899408284
"Fabrice Luchini",5,0.0739644970414201
"Fabrizio Bentivoglio",2,0.029585798816568
"Fabrizio Borsani",1,0.014792899408284
"FÃƒÂ©lix LajkÃƒÂ³",1,0.014792899408284
"Fairuza Balk",1,0.014792899408284
"Faisa Hassan",1,0.014792899408284
"Famke Janssen",1,0.014792899408284
"Fanny Ardant",1,0.014792899408284
"Fares Fares",1,0.014792899408284
"Farrah Fawcett",1,0.014792899408284
"Farrah Mackenzie",1,0.014792899408284
"Fatemeh Cherag Akhar",1,0.014792899408284
"Fay Masterson",1,0.014792899408284
"Fay Wray",1,0.014792899408284
"Faye Dunaway",4,0.0591715976331361
"Federico Luppi",1,0.014792899408284
"Felicity Jones",3,0.0443786982248521
"Felicity Mason",1,0.014792899408284
"Felicity Price",1,0.014792899408284
"Ferenc Bandi",1,0.014792899408284
"Fernanda Andrade",1,0.014792899408284
"Fernanda Montenegro",3,0.0443786982248521
"Fernando Colunga",1,0.014792899408284
"Fernando Rey",1,0.014792899408284
"Fikret Portakal",1,0.014792899408284
"Filippo Pucillo",1,0.014792899408284
"Finn Little",1,0.014792899408284
"Fionn O'Shea",1,0.014792899408284
"Fionn Whitehead",1,0.014792899408284
"Flex Alexander",1,0.014792899408284
"Florence Hartigan",1,0.014792899408284
"Florence Loiret Caille",1,0.014792899408284
"Florence Pugh",2,0.029585798816568
"Forest Whitaker",8,0.118343195266272
"Fouad Habash",1,0.014792899408284
"FranÃƒÂ§ois Arnaud",1,0.014792899408284
"FranÃƒÂ§ois Cluzet",3,0.0443786982248521
"Frances McDormand",1,0.014792899408284
"Francesca Annis",1,0.014792899408284
"Frank Alvarez",1,0.014792899408284
"Frank Grillo",3,0.0443786982248521
"Frank Langella",3,0.0443786982248521
"Frank Sinatra",1,0.014792899408284
"Frank Welker",1,0.014792899408284
"Frank Whaley",1,0.014792899408284
"Frank Wood",1,0.014792899408284
"Frankie Muniz",3,0.0443786982248521
"Franky G",1,0.014792899408284
"Fred Astaire",1,0.014792899408284
"Fred MacMurray",1,0.014792899408284
"Freddie Highmore",4,0.0591715976331361
"Freddie Prinze Jr.",7,0.103550295857988
"Frederic Forrest",1,0.014792899408284
"French Stewart",1,0.014792899408284
"G.W. Bailey",1,0.014792899408284
"Gabourey Sidibe",1,0.014792899408284
"Gabriel AlmirÃƒÂ³n",1,0.014792899408284
"Gabriel Bateman",1,0.014792899408284
"Gabriel Byrne",5,0.0739644970414201
"Gabriel Chavarria",1,0.014792899408284
"Gabriela Oltean",1,0.014792899408284
"Gabrielle Marion-Rivard",1,0.014792899408284
"Gabrielle Union",2,0.029585798816568
"Gad Elmaleh",1,0.014792899408284
"Gael GarcÃƒÂ­a Bernal",6,0.0887573964497041
"GÃƒÂ©rard Depardieu",4,0.0591715976331361
"GÃƒÂ©rard Jugnot",1,0.014792899408284
"GÃƒÂ©za RÃƒÂ¶hrig",1,0.014792899408284
"GÃƒÂ¼nes Sensoy",1,0.014792899408284
"Gal Gadot",1,0.014792899408284
"Garance Marillier",1,0.014792899408284
"Garret Dillahunt",1,0.014792899408284
"Garry Shandling",1,0.014792899408284
"Gary Busey",3,0.0443786982248521
"Gary Oldman",5,0.0739644970414201
"Gary Sinise",2,0.029585798816568
"Gary Sweet",1,0.014792899408284
"Gaspard Schlatter",1,0.014792899408284
"Geena Davis",3,0.0443786982248521
"Gemma Arterton",1,0.014792899408284
"Gemma Jones",1,0.014792899408284
"Gena Rowlands",1,0.014792899408284
"Gene Hackman",13,0.192307692307692
"Gene Kelly",2,0.029585798816568
"Gene Wilder",4,0.0591715976331361
"Geno Lechner",1,0.014792899408284
"Geoffrey Blake",1,0.014792899408284
"Geoffrey Rush",5,0.0739644970414201
"George C. Scott",2,0.029585798816568
"George Carlin",1,0.014792899408284
"George Clooney",20,0.29585798816568
"George Gaynes",1,0.014792899408284
"George Lazenby",1,0.014792899408284
"George MacKay",1,0.014792899408284
"Georgie Henley",3,0.0443786982248521
"Gerard Butler",14,0.207100591715976
"GermÃƒÂ¡n de Silva",1,0.014792899408284
"Giada Colagrande",1,0.014792899408284
"Giancarlo Esposito",1,0.014792899408284
"Gilles Lellouche",1,0.014792899408284
"Gillian Anderson",1,0.014792899408284
"Gillian Jacobs",1,0.014792899408284
"Gina Carano",2,0.029585798816568
"Gina Philips",1,0.014792899408284
"Gina Rodriguez",2,0.029585798816568
"Ginnifer Goodwin",2,0.029585798816568
"Giovanna Mezzogiorno",2,0.029585798816568
"Giovanni Ribisi",1,0.014792899408284
"Gitte Witt",1,0.014792899408284
"Giuseppe Andrews",1,0.014792899408284
"Glen Hansard",1,0.014792899408284
"Glenn Close",6,0.0887573964497041
"Glenn Jacobs",1,0.014792899408284
"Glenndon Chatman",1,0.014792899408284
"Goldie Hawn",4,0.0591715976331361
"Gordon Pinsent",1,0.014792899408284
"Graham Chapman",2,0.029585798816568
"Grant Bardsley",1,0.014792899408284
"Greg Andrews",1,0.014792899408284
"Greg Behrendt",1,0.014792899408284
"Greg Cipes",1,0.014792899408284
"Greg Kinnear",6,0.0887573964497041
"Greg Mottola",1,0.014792899408284
"Gregory Abbey",1,0.014792899408284
"Gregory Peck",2,0.029585798816568
"Gregory Smith",1,0.014792899408284
"Greta Scacchi",1,0.014792899408284
"Gretchen Lodge",1,0.014792899408284
"Gretchen Mol",1,0.014792899408284
"Griffin Dunne",1,0.014792899408284
"Griffin Gluck",1,0.014792899408284
"Griffin Miner",1,0.014792899408284
"Grifon Aldren",1,0.014792899408284
"Grigoriy Dobrygin",2,0.029585798816568
"Gugu Mbatha-Raw",1,0.014792899408284
"Guillaume Canet",2,0.029585798816568
"Guillaume Darnault",1,0.014792899408284
"Guillermo Toledo",1,0.014792899408284
"Guoli Zhang",1,0.014792899408284
"Guy Pearce",11,0.162721893491124
"Gwyneth Paltrow",9,0.133136094674556
"Hafsia Herzi",1,0.014792899408284
"Hailee Steinfeld",2,0.029585798816568
"Hal Holbrook",1,0.014792899408284
"Hal Scardino",1,0.014792899408284
"Haley Bennett",1,0.014792899408284
"Haley Joel Osment",2,0.029585798816568
"Haley Lu Richardson",1,0.014792899408284
"HalldÃƒÂ³ra GeirharÃƒÂ°sdÃƒÂ³ttir",1,0.014792899408284
"Halle Berry",7,0.103550295857988
"Hamish Linklater",1,0.014792899408284
"Hank Azaria",5,0.0739644970414201
"Hannelore Elsner",1,0.014792899408284
"Hanyu Zhang",1,0.014792899408284
"Harley Jane Kozak",1,0.014792899408284
"Harriet Minto-Day",1,0.014792899408284
"Harriet Owen",1,0.014792899408284
"Harrison Ford",23,0.340236686390533
"Harry Belafonte",1,0.014792899408284
"Harry Connick Jr.",2,0.029585798816568
"Harry Dean Stanton",2,0.029585798816568
"Harry Hamlin",1,0.014792899408284
"Harvey Keitel",4,0.0591715976331361
"Hayden Christensen",7,0.103550295857988
"Hayden Panettiere",1,0.014792899408284
"Heath Ledger",4,0.0591715976331361
"Heather Donahue",1,0.014792899408284
"Heather Graham",2,0.029585798816568
"Heather Langenkamp",1,0.014792899408284
"Heather Matarazzo",1,0.014792899408284
"Heather Sossaman",1,0.014792899408284
"Heino Ferch",1,0.014792899408284
"Helen Hunt",3,0.0443786982248521
"Helen Mirren",9,0.133136094674556
"Helen Reddy",1,0.014792899408284
"Helena Bonham Carter",2,0.029585798816568
"Hend Ayoub",1,0.014792899408284
"Henry Cavill",4,0.0591715976331361
"Henry G. Sanders",1,0.014792899408284
"Henry Goodman",1,0.014792899408284
"Henry Hopper",1,0.014792899408284
"Henry Shotwell",1,0.014792899408284
"Henry Thomas",1,0.014792899408284
"Henry Winkler",1,0.014792899408284
"Hera Hilmar",1,0.014792899408284
"Herman Bing",1,0.014792899408284
"Hideaki Anno",1,0.014792899408284
"Hideaki ItÃƒÂ´",1,0.014792899408284
"Hilary Duff",4,0.0591715976331361
"Hilary Swank",7,0.103550295857988
"Himesh Patel",1,0.014792899408284
"Hiro Hayama",1,0.014792899408284
"Hiroki Hasegawa",1,0.014792899408284
"Hiroyuki Sanada",2,0.029585798816568
"Holly Hunter",4,0.0591715976331361
"Hope Davis",1,0.014792899408284
"Howard Stern",1,0.014792899408284
"Hoyt Axton",1,0.014792899408284
"Hrithik Roshan",2,0.029585798816568
"Hudhail Al-Amir",1,0.014792899408284
"Hugh Grant",7,0.103550295857988
"Hugh Jackman",16,0.236686390532544
"Hugo Weaving",1,0.014792899408284
"Hulk Hogan",1,0.014792899408284
"Humphrey Bogart",5,0.0739644970414201
"Hye-ja Kim",1,0.014792899408284
"Ian Bannen",1,0.014792899408284
"Ian Gamazon",1,0.014792899408284
"Ian Hart",2,0.029585798816568
"Ian Holm",1,0.014792899408284
"Ian McKellen",7,0.103550295857988
"Ian Mongrain",1,0.014792899408284
"Ice-T",1,0.014792899408284
"Ice Cube",12,0.177514792899408
"Ido Port",1,0.014792899408284
"Idris Elba",5,0.0739644970414201
"Igal Naor",1,0.014792899408284
"Iko Uwais",2,0.029585798816568
"Ilene Woods",1,0.014792899408284
"Imelda Staunton",2,0.029585798816568
"Ingvar Sigurdsson",1,0.014792899408284
"Ioan Gruffudd",2,0.029585798816568
"Irrfan Khan",2,0.029585798816568
"Isabella Rossellini",1,0.014792899408284
"Isabelle Adjani",1,0.014792899408284
"Isabelle Huppert",4,0.0591715976331361
"Ivan Dixon",1,0.014792899408284
"Ivana Baquero",1,0.014792899408284
"Izzy Diaz",1,0.014792899408284
"J. Michael Finley",1,0.014792899408284
"J.J. Johnson",1,0.014792899408284
"J.K. Simmons",4,0.0591715976331361
"J.L. Reate",1,0.014792899408284
"Jace Alexander",1,0.014792899408284
"Jack Black",12,0.177514792899408
"Jack Gore",1,0.014792899408284
"Jack Huston",1,0.014792899408284
"Jack Lemmon",5,0.0739644970414201
"Jack Madigan",1,0.014792899408284
"Jack Nance",1,0.014792899408284
"Jack Nicholson",14,0.207100591715976
"Jack O'Connell",1,0.014792899408284
"Jack Smith",1,0.014792899408284
"Jack Warden",1,0.014792899408284
"Jackie Chan",18,0.266272189349112
"Jackie Earle Haley",1,0.014792899408284
"Jackie Mason",1,0.014792899408284
"Jackson Rathbone",1,0.014792899408284
"Jacob Latimore",1,0.014792899408284
"Jacob Sewell",1,0.014792899408284
"Jacob Tremblay",3,0.0443786982248521
"Jacob Wysocki",1,0.014792899408284
"Jacqueline Abrahams",1,0.014792899408284
"Jacqueline Aguirre",1,0.014792899408284
"Jacqueline Bisset",1,0.014792899408284
"Jacqueline Kim",1,0.014792899408284
"Jacques Gamblin",1,0.014792899408284
"Jada Pinkett Smith",1,0.014792899408284
"Jade Gordon",1,0.014792899408284
"Jaden Smith",2,0.029585798816568
"Jaeden Martell",1,0.014792899408284
"Jahking Guillory",1,0.014792899408284
"Jaime King",2,0.029585798816568
"Jaime Pressly",1,0.014792899408284
"Jake Andolina",1,0.014792899408284
"Jake Gyllenhaal",15,0.22189349112426
"Jake Hoffman",1,0.014792899408284
"Jake Johnson",1,0.014792899408284
"Jake Macapagal",1,0.014792899408284
"Jake Schur",1,0.014792899408284
"Jake T. Austin",3,0.0443786982248521
"Jakob Salvati",1,0.014792899408284
"Jamal Udin Torabi",1,0.014792899408284
"Jamal Woolard",1,0.014792899408284
"Jamel Debbouze",3,0.0443786982248521
"James Allen McCune",1,0.014792899408284
"James Brolin",1,0.014792899408284
"James Caan",3,0.0443786982248521
"James Corden",2,0.029585798816568
"James Cosmo",1,0.014792899408284
"James Dean",1,0.014792899408284
"James Fleet",1,0.014792899408284
"James Franciscus",1,0.014792899408284
"James Franco",10,0.14792899408284
"James Frecheville",1,0.014792899408284
"James Howson",1,0.014792899408284
"James Le Gros",2,0.029585798816568
"James Marsden",6,0.0887573964497041
"James Mason",1,0.014792899408284
"James McAvoy",13,0.192307692307692
"James Naughton",1,0.014792899408284
"James Nesbitt",2,0.029585798816568
"James Olson",1,0.014792899408284
"James Paxton",1,0.014792899408284
"James Purefoy",2,0.029585798816568
"James Ransone",1,0.014792899408284
"James Remar",1,0.014792899408284
"James Robinson",1,0.014792899408284
"James Roday",1,0.014792899408284
"James Spader",5,0.0739644970414201
"James Stewart",4,0.0591715976331361
"James Van Der Beek",3,0.0443786982248521
"James Wilby",1,0.014792899408284
"James Woods",4,0.0591715976331361
"Jamey Sheridan",1,0.014792899408284
"Jamie Anne Allman",1,0.014792899408284
"Jamie Bell",4,0.0591715976331361
"Jamie Chung",1,0.014792899408284
"Jamie Draven",1,0.014792899408284
"Jamie Foxx",11,0.162721893491124
"Jamie Kennedy",2,0.029585798816568
"Jamie Lee Curtis",6,0.0887573964497041
"Jamie Sives",1,0.014792899408284
"Jan Bijvoet",1,0.014792899408284
"Jan Cornet",1,0.014792899408284
"Jan Dieter Schneider",1,0.014792899408284
"Jane Adams",1,0.014792899408284
"Jane Fonda",5,0.0739644970414201
"Jane Levy",1,0.014792899408284
"Janeane Garofalo",1,0.014792899408284
"Janet McTeer",3,0.0443786982248521
"Janne HyytiÃƒÂ¤inen",1,0.014792899408284
"Janni Brenn",1,0.014792899408284
"Jared Harris",1,0.014792899408284
"Jared Leto",3,0.0443786982248521
"Jared Padalecki",1,0.014792899408284
"Jarkko Lahti",1,0.014792899408284
"Jasmin Tabatabai",1,0.014792899408284
"Jasmine Trinca",1,0.014792899408284
"Jason Alexander",1,0.014792899408284
"Jason Bateman",12,0.177514792899408
"Jason Beghe",1,0.014792899408284
"Jason Behr",1,0.014792899408284
"Jason Biggs",5,0.0739644970414201
"Jason Clarke",4,0.0591715976331361
"Jason Cortlund",1,0.014792899408284
"Jason Cottle",1,0.014792899408284
"Jason Drucker",1,0.014792899408284
"Jason Flemyng",1,0.014792899408284
"Jason Isaacs",1,0.014792899408284
"Jason James Richter",1,0.014792899408284
"Jason Lee",5,0.0739644970414201
"Jason Lively",1,0.014792899408284
"Jason London",1,0.014792899408284
"Jason Mewes",1,0.014792899408284
"Jason Momoa",3,0.0443786982248521
"Jason Palmer",1,0.014792899408284
"Jason Patric",1,0.014792899408284
"Jason Ritter",1,0.014792899408284
"Jason Schwartzman",3,0.0443786982248521
"Jason Scott Lee",1,0.014792899408284
"Jason Segel",4,0.0591715976331361
"Jason Statham",17,0.251479289940828
"Jason Sudeikis",2,0.029585798816568
"Jason Trost",1,0.014792899408284
"Javier Bardem",4,0.0591715976331361
"Javier BeltrÃƒÂ¡n",1,0.014792899408284
"Javier CÃƒÂ¡mara",1,0.014792899408284
"Javier Drolas",1,0.014792899408284
"Javier GutiÃƒÂ©rrez",1,0.014792899408284
"Jay Baker",1,0.014792899408284
"Jay Baruchel",4,0.0591715976331361
"Jay Brazeau",1,0.014792899408284
"Jay Chou",1,0.014792899408284
"Jay Hernandez",1,0.014792899408284
"Jay Jablonski",1,0.014792899408284
"Jean-Claude Brialy",1,0.014792899408284
"Jean-Claude Donda",2,0.029585798816568
"Jean-Claude La Marre",1,0.014792899408284
"Jean-Claude Van Damme",12,0.177514792899408
"Jean-Louis Trintignant",2,0.029585798816568
"Jean Arthur",1,0.014792899408284
"Jean Dujardin",4,0.0591715976331361
"Jean Reno",5,0.0739644970414201
"Jeanne Tripplehorn",1,0.014792899408284
"Jed",1,0.014792899408284
"Jeff Bridges",19,0.281065088757396
"Jeff Daniels",2,0.029585798816568
"Jeff Davis",1,0.014792899408284
"Jeff Fahey",1,0.014792899408284
"Jeff Garlin",1,0.014792899408284
"Jeff Goldblum",4,0.0591715976331361
"Jeff Kahn",1,0.014792899408284
"Jeffrey Combs",1,0.014792899408284
"Jeffrey Dean Morgan",2,0.029585798816568
"Jeffrey Tambor",1,0.014792899408284
"Jeffrey Wright",3,0.0443786982248521
"Jemaine Clement",1,0.014792899408284
"Jena Malone",2,0.029585798816568
"Jenn Proske",1,0.014792899408284
"Jenna Dewan",1,0.014792899408284
"Jennifer Aniston",8,0.118343195266272
"Jennifer Banko",1,0.014792899408284
"Jennifer Beals",1,0.014792899408284
"Jennifer Carpenter",1,0.014792899408284
"Jennifer Connelly",4,0.0591715976331361
"Jennifer Garner",6,0.0887573964497041
"Jennifer Grey",1,0.014792899408284
"Jennifer Hudson",1,0.014792899408284
"Jennifer Jason Leigh",4,0.0591715976331361
"Jennifer Lawrence",9,0.133136094674556
"Jennifer Lopez",11,0.162721893491124
"Jennifer Love Hewitt",3,0.0443786982248521
"Jennifer Morrison",1,0.014792899408284
"Jennifer O'Neill",1,0.014792899408284
"Jennifer Tilly",2,0.029585798816568
"Jennifer Westfeldt",1,0.014792899408284
"Jens Albinus",1,0.014792899408284
"Jensen Ackles",1,0.014792899408284
"Jeong-hie Yun",1,0.014792899408284
"Jeremy Davies",3,0.0443786982248521
"Jeremy Dozier",1,0.014792899408284
"Jeremy Irons",6,0.0887573964497041
"Jeremy Irvine",3,0.0443786982248521
"Jeremy Northam",1,0.014792899408284
"Jeremy Piven",2,0.029585798816568
"Jeremy Ray Valdez",1,0.014792899408284
"Jeremy Renner",5,0.0739644970414201
"Jeremy Theobald",1,0.014792899408284
"Jerry Adler",1,0.014792899408284
"Jerry O'Connell",2,0.029585798816568
"Jerry Seinfeld",1,0.014792899408284
"Jesse Bradford",3,0.0443786982248521
"Jesse Eisenberg",8,0.118343195266272
"Jesse James",1,0.014792899408284
"Jesse Lee Soffer",1,0.014792899408284
"Jesse Metcalfe",4,0.0591715976331361
"Jessica Alba",5,0.0739644970414201
"Jessica Biel",3,0.0443786982248521
"Jessica Chastain",5,0.0739644970414201
"Jessica De Gouw",1,0.014792899408284
"Jessica Lange",1,0.014792899408284
"Jessica Lowndes",1,0.014792899408284
"Jessica Rothe",2,0.029585798816568
"Jessica Simpson",1,0.014792899408284
"Jesus Castanos",1,0.014792899408284
"Jet Li",10,0.14792899408284
"Ji-Hyun Jun",1,0.014792899408284
"Jim Belushi",1,0.014792899408284
"Jim Broadbent",1,0.014792899408284
"Jim Carrey",22,0.325443786982249
"Jim Caviezel",9,0.133136094674556
"Jim Cummings",3,0.0443786982248521
"Jim Dunk",1,0.014792899408284
"Jim Henson",1,0.014792899408284
"Jim Lampley",1,0.014792899408284
"Jim Parsons",1,0.014792899408284
"Jim Sturgess",3,0.0443786982248521
"Jim Varney",3,0.0443786982248521
"Jimi Mistry",1,0.014792899408284
"Jimmy Bennett",1,0.014792899408284
"Jimmy Smits",1,0.014792899408284
"Jing Wu",2,0.029585798816568
"JJ Feild",1,0.014792899408284
"Joan Allen",1,0.014792899408284
"Joan Lunden",1,0.014792899408284
"Joan Plowright",1,0.014792899408284
"Joanna Kulig",1,0.014792899408284
"Joanna Newsom",1,0.014792899408284
"Joaquin Phoenix",12,0.177514792899408
"JoBeth Williams",1,0.014792899408284
"Jocelin Donahue",1,0.014792899408284
"Jodelle Ferland",1,0.014792899408284
"Jodi Lyn O'Keefe",1,0.014792899408284
"Jodie Foster",8,0.118343195266272
"Jodie Whittaker",1,0.014792899408284
"Joe Alwyn",1,0.014792899408284
"Joe Arquette",1,0.014792899408284
"Joe Baker",1,0.014792899408284
"Joe Belcher",1,0.014792899408284
"Joe Mantegna",1,0.014792899408284
"Joe Nicolo",1,0.014792899408284
"Joe Odagiri",1,0.014792899408284
"Joe Pantoliano",1,0.014792899408284
"Joe Pesci",2,0.029585798816568
"Joe Swanberg",1,0.014792899408284
"Joel Courtney",1,0.014792899408284
"Joel David Moore",1,0.014792899408284
"Joel Edgerton",2,0.029585798816568
"Joel Grey",1,0.014792899408284
"Joel Kinnaman",1,0.014792899408284
"Joey Cramer",1,0.014792899408284
"Joey King",4,0.0591715976331361
"Joey Lawrence",1,0.014792899408284
"Johannes Holopainen",1,0.014792899408284
"Johannes Zeiler",1,0.014792899408284
"John Ashker",1,0.014792899408284
